post_id,content,comment_ids
385,"Phương Mỹ Chi bả ""tâm sự"" um sùm ở bển kìa ☺️","post_385_cmt_1,post_385_cmt_2,post_385_cmt_3,post_385_cmt_4,post_385_cmt_5"
386,"Em Xinh Lamoon ngẫu hứng hát chay câu hát được viết theo âm giai ngũ cung, cũng do chính Lamoon chấp bút trong 'Cầm Kỳ Thi Hoạ'","post_386_cmt_1,post_386_cmt_2,post_386_cmt_3,post_386_cmt_4,post_386_cmt_5,post_386_cmt_6,post_386_cmt_7,post_386_cmt_8,post_386_cmt_9,post_386_cmt_10,post_386_cmt_11,post_386_cmt_12,post_386_cmt_13,post_386_cmt_14,post_386_cmt_15,post_386_cmt_16,post_386_cmt_17,post_386_cmt_18,post_386_cmt_19,post_386_cmt_20,post_386_cmt_21,post_386_cmt_22,post_386_cmt_23,post_386_cmt_24,post_386_cmt_25,post_386_cmt_26,post_386_cmt_27,post_386_cmt_28,post_386_cmt_29"
387,BẰNG CHỨNG: Không phải lúc nào Jexxica Thanh Tú cũng ngủ 🤗,"post_387_cmt_1,post_387_cmt_2,post_387_cmt_3,post_387_cmt_4,post_387_cmt_5,post_387_cmt_6,post_387_cmt_7,post_387_cmt_8,post_387_cmt_9,post_387_cmt_10,post_387_cmt_11,post_387_cmt_12,post_387_cmt_13,post_387_cmt_14"
388,"SÂN KHẤU CHUNG KẾT HOA HẬU VIỆT NAM BUỘC PHẢI THÁO DỠ DO TÌNH HÌNH MƯA LŨ Ở HUẾ   (Ảnh: Galaxy Queen, Hiệp Huế)","post_388_cmt_1,post_388_cmt_2,post_388_cmt_3,post_388_cmt_4,post_388_cmt_5,post_388_cmt_6,post_388_cmt_7,post_388_cmt_8,post_388_cmt_9,post_388_cmt_10,post_388_cmt_11"
389,"🔥 HOT: MONO chuẩn bị flex trình 13 năm chơi Liên Minh Huyền Thoại tại SHOWMATCH – HOA LINH KỲ NGỘ.   Thì ra việc MONO tranh thủ ""chơi game"" trong lúc làm nhạc không có gì tự dưng cả 🫣  Tháng 6 này, MONO chính thức lấn sân Thể thao điện tử, hợp tác cùng Liên Minh Huyền Thoại với sự kiện tâm điểm mang tên SHOWMATCH – HOA LINH KỲ NGỘ. Ta nói ""fan cứng"" LMHT là phải cỡ này mới được.  Trước đó, nam ca sĩ triển vọng của showbiz cũng từng hé lộ khoảnh khắc ""giải lao"" cùng LMHT trong lúc làm nhạc, thậm chí MONO cũng nhiều lần múa phím cùng vị tướng Yasuo khiến cộng đồng LMHT Việt Nam không khỏi bất ngờ và thích thú. Và ngày 13.06 này, MONO sẽ có màn debut với vai trò ""game thủ"", kết hợp cùng những anh tài đình đám của LMHT như GAM.Levi, TSW.Taki hay xạ thủ người Việt duy nhất tại LCK - DRX.Lazyfeel để hứa hẹn mang tới vô vàn highlight mãn nhãn cho mọi người.  Trận đấu SHOWMATCH - HOA LINH KỲ NGỘ sẽ diễn ra vào 20h00, ngày 13.06.2025. Cùng xem ""tuyển thủ"" MONO sẽ tạo nên những bất ngờ gì nhé cả nhà!","post_389_cmt_1,post_389_cmt_2,post_389_cmt_4,post_389_cmt_5,post_389_cmt_6,post_389_cmt_7,post_389_cmt_8,post_389_cmt_9,post_389_cmt_10,post_389_cmt_11,post_389_cmt_12,post_389_cmt_13,post_389_cmt_14,post_389_cmt_15,post_389_cmt_16,post_389_cmt_17,post_389_cmt_18,post_389_cmt_19,post_389_cmt_20,post_389_cmt_21,post_389_cmt_22,post_389_cmt_23,post_389_cmt_24,post_389_cmt_25,post_389_cmt_26,post_389_cmt_27,post_389_cmt_28,post_389_cmt_29"
390,"Thiết kế Typography ""Việt Nam"" đầy sáng tạo và mang tính biểu tượng của tác giả Nguyễn Bảo Huy  Điểm độc đáo của tác phẩm nằm ở cách chữ ""Việt"" được cách điệu tinh xảo, phản chiếu qua mặt nước để tạo thành chữ ""Nam"", khéo léo ghép lại thành tên ""Việt Nam"" hoàn chỉnh.   Thiết kế còn được nhấn nhá bằng hình ảnh đầm sen bao quanh, loài hoa biểu tượng cho văn hóa và vẻ đẹp thuần khiết của đất nước Việt Nam, mang đến một tác phẩm vừa nghệ thuật vừa giàu ý nghĩa.","post_390_cmt_1,post_390_cmt_2,post_390_cmt_3,post_390_cmt_4,post_390_cmt_5,post_390_cmt_6,post_390_cmt_7,post_390_cmt_8,post_390_cmt_9,post_390_cmt_10,post_390_cmt_11,post_390_cmt_12,post_390_cmt_13,post_390_cmt_14,post_390_cmt_15,post_390_cmt_16,post_390_cmt_17,post_390_cmt_18,post_390_cmt_19,post_390_cmt_20,post_390_cmt_21,post_390_cmt_22,post_390_cmt_23,post_390_cmt_24,post_390_cmt_25,post_390_cmt_26,post_390_cmt_27,post_390_cmt_28,post_390_cmt_29,post_390_cmt_30,post_390_cmt_31,post_390_cmt_32,post_390_cmt_33,post_390_cmt_34,post_390_cmt_35,post_390_cmt_36,post_390_cmt_37,post_390_cmt_38,post_390_cmt_39,post_390_cmt_40,post_390_cmt_41,post_390_cmt_42,post_390_cmt_43,post_390_cmt_44,post_390_cmt_45,post_390_cmt_46,post_390_cmt_47,post_390_cmt_48,post_390_cmt_49,post_390_cmt_50"
391,"Lên ga lên số thôi các anh em 79 & 43 ơii!  Combo chơi game cực đã ban ngày - tối đến quẩy nhạc cực sung - quà tặng ê hề thì khối nghỉ hè sao mà ngồi yên được!  Còn một ""sit rịt"" ở Đà Nẵng là ai vậy taaa 🤭  🔥 SỰ KIỆN VÀO CỬA MIỄN PHÍ 🎫  📍Nha Trang: 07-22/06 tại Biển Hòn Chồng​ (Đêm nhạc 22/06) 📍Đà Nẵng: 28/06-13/07 tại công viên Biển Đông cùng “sít rịt” đặc biệt chỉ có tại Đại nhạc hội đêm 29/06.  #SpriteVN #Lehoibien #CoolThuThiet #LehoibienCoolThuThiet","post_391_cmt_1,post_391_cmt_2,post_391_cmt_3,post_391_cmt_4,post_391_cmt_5,post_391_cmt_6,post_391_cmt_7,post_391_cmt_8,post_391_cmt_9,post_391_cmt_10,post_391_cmt_11,post_391_cmt_12,post_391_cmt_13,post_391_cmt_14,post_391_cmt_15,post_391_cmt_16,post_391_cmt_17,post_391_cmt_18,post_391_cmt_19,post_391_cmt_20,post_391_cmt_21,post_391_cmt_22,post_391_cmt_23,post_391_cmt_24,post_391_cmt_25,post_391_cmt_26,post_391_cmt_27,post_391_cmt_28,post_391_cmt_29,post_391_cmt_30,post_391_cmt_31,post_391_cmt_32,post_391_cmt_33,post_391_cmt_34,post_391_cmt_35,post_391_cmt_36,post_391_cmt_37,post_391_cmt_38,post_391_cmt_39,post_391_cmt_40,post_391_cmt_41,post_391_cmt_42,post_391_cmt_43,post_391_cmt_44,post_391_cmt_45,post_391_cmt_46,post_391_cmt_47,post_391_cmt_48,post_391_cmt_49,post_391_cmt_50"
392,"Văn Mai Hương chia sẻ trên story: ""Rất xin lỗi mọi người trong việc chưa kiểm duyệt kĩ càng hình ảnh để hiển thị trên kênh Instagram của Hương.  Bàn thân Hương cùng ekip sau khi nhận thấy một hình ảnh không phù hợp đã ngay lập tức xóa bỏ và xin chân thành nhận lỗi, rút kinh nghiệm  Qua sự việc này, Hương cùng ekip xin hứa sẽ kiểm duyệt kĩ càng hơn về phần hình ảnh hiền thị trên các trang cá nhân. Một lần nữa xin chân thành nhận sai sót và cảm ơn mọi người rất nhiều.  Xin được dập đầu xin lỗi vì sự ngu ngốc nhất thời này!""","post_392_cmt_1,post_392_cmt_2,post_392_cmt_3,post_392_cmt_4,post_392_cmt_5,post_392_cmt_6,post_392_cmt_7,post_392_cmt_8,post_392_cmt_9,post_392_cmt_10,post_392_cmt_11,post_392_cmt_12,post_392_cmt_13,post_392_cmt_14,post_392_cmt_15,post_392_cmt_16,post_392_cmt_17,post_392_cmt_18,post_392_cmt_19,post_392_cmt_20,post_392_cmt_21,post_392_cmt_22,post_392_cmt_23,post_392_cmt_24,post_392_cmt_25,post_392_cmt_26,post_392_cmt_27,post_392_cmt_28,post_392_cmt_29,post_392_cmt_30,post_392_cmt_31,post_392_cmt_32,post_392_cmt_33,post_392_cmt_34,post_392_cmt_35,post_392_cmt_36,post_392_cmt_37,post_392_cmt_38,post_392_cmt_39,post_392_cmt_40,post_392_cmt_41,post_392_cmt_42,post_392_cmt_43,post_392_cmt_44,post_392_cmt_45,post_392_cmt_46,post_392_cmt_47,post_392_cmt_48,post_392_cmt_49,post_392_cmt_50"
393,"""Sống ở Hội An mấy chục năm, lần đầu tôi thấy ngập giữa mùa hè"" 😥  Chiều 12/6, tại Hội An đã xảy ra tình trạng ngập lụt nghiêm trọng khi mưa lớn do ảnh hưởng của bão số 1 (Wutip) kết hợp với việc thủy điện điều tiết xả lũ. Nước sông Hoài dâng cao, khiến nhiều tuyến đường ven sông chìm sâu hơn 0,5m. Gây ảnh hưởng đáng kể đến hoạt động kinh doanh và sinh hoạt của người dân trong mùa du lịch cao điểm.   Ông Trần Văn Xung (79 tuổi, trú đường Bạch Đằng) chia sẻ: ""Sống ở đây mấy chục năm, tôi quen với cảnh ngập mỗi mùa mưa, nhưng ngập giữa mùa hè thì đây là lần đầu. Thời điểm này đáng lẽ phố xá đông đúc, nay lại vắng vẻ, hàng quán đóng cửa"".  Ngoài ra, theo báo cáo nhanh đến 10h sáng nay (13/6), tình hình ngập lụt tại nhiều xã diễn biến phức tạp. Riêng tại xã Đại Hưng, hơn 300 ngôi nhà thuộc các thôn Đại Mỹ, Thạnh Đại, Thái Chấn Sơn và Trúc Hà đã bị ngập sâu dưới 1 mét.","post_393_cmt_1,post_393_cmt_2,post_393_cmt_3,post_393_cmt_4,post_393_cmt_5,post_393_cmt_6,post_393_cmt_7,post_393_cmt_8,post_393_cmt_9,post_393_cmt_10,post_393_cmt_11,post_393_cmt_12,post_393_cmt_13,post_393_cmt_14,post_393_cmt_15,post_393_cmt_16,post_393_cmt_17,post_393_cmt_18,post_393_cmt_19,post_393_cmt_20,post_393_cmt_21,post_393_cmt_22,post_393_cmt_23,post_393_cmt_24,post_393_cmt_25,post_393_cmt_26,post_393_cmt_27,post_393_cmt_28,post_393_cmt_29,post_393_cmt_30,post_393_cmt_31,post_393_cmt_32,post_393_cmt_33,post_393_cmt_34,post_393_cmt_35,post_393_cmt_36,post_393_cmt_37,post_393_cmt_38,post_393_cmt_39,post_393_cmt_40,post_393_cmt_41,post_393_cmt_42,post_393_cmt_43,post_393_cmt_44,post_393_cmt_45,post_393_cmt_46,post_393_cmt_47,post_393_cmt_48,post_393_cmt_49"
394,"Hậu ""cơn sốt"" solo concert, SOOBIN tiến thẳng đến vị trí Nghệ sĩ No.1 BXH ngày và tuần của Spotify Vietnam.  Đồng thời, loạt hit cũ như ""Tháng Năm"", ""Xin Đừng Lặng Im"",... bất ngờ lội ngược dòng trên Billboard VN Top 100 - minh chứng cho dư âm mạnh mẽ của ALL-ROUNDER để lại cho khán giả.    Top 1 câu hỏi bây giờ là: ALL-ROUNDER Day 3 diễn ra khi nào? 🗣️","post_394_cmt_1,post_394_cmt_2,post_394_cmt_3,post_394_cmt_4,post_394_cmt_5,post_394_cmt_6,post_394_cmt_7,post_394_cmt_8,post_394_cmt_9,post_394_cmt_10,post_394_cmt_11,post_394_cmt_12,post_394_cmt_13,post_394_cmt_14,post_394_cmt_15,post_394_cmt_16,post_394_cmt_17,post_394_cmt_18,post_394_cmt_19,post_394_cmt_20,post_394_cmt_21,post_394_cmt_22,post_394_cmt_23,post_394_cmt_24,post_394_cmt_25,post_394_cmt_26,post_394_cmt_27,post_394_cmt_28,post_394_cmt_29,post_394_cmt_31,post_394_cmt_32,post_394_cmt_33,post_394_cmt_34,post_394_cmt_35,post_394_cmt_36,post_394_cmt_37,post_394_cmt_38,post_394_cmt_39,post_394_cmt_40,post_394_cmt_41,post_394_cmt_42,post_394_cmt_43,post_394_cmt_44,post_394_cmt_45,post_394_cmt_46,post_394_cmt_47,post_394_cmt_48,post_394_cmt_49,post_394_cmt_50"
395,"Bản đồ 34 tỉnh, thành phố trên cả nước từ ngày 12/6/2025 🇻🇳  Ảnh: Báo Nhân Dân",post_395_cmt_1
396,"Em ""Bé"" Xinh Tiên Tiên có một đề xuất và xin hậu tạ hai trăm ka ☺️","post_396_cmt_1,post_396_cmt_2,post_396_cmt_3,post_396_cmt_4,post_396_cmt_5,post_396_cmt_6,post_396_cmt_7,post_396_cmt_8,post_396_cmt_9,post_396_cmt_10,post_396_cmt_11,post_396_cmt_12,post_396_cmt_13,post_396_cmt_14,post_396_cmt_15,post_396_cmt_16,post_396_cmt_17,post_396_cmt_18,post_396_cmt_19,post_396_cmt_20,post_396_cmt_21,post_396_cmt_22,post_396_cmt_23,post_396_cmt_24,post_396_cmt_25,post_396_cmt_26,post_396_cmt_27,post_396_cmt_28,post_396_cmt_29,post_396_cmt_30,post_396_cmt_31,post_396_cmt_32,post_396_cmt_33,post_396_cmt_34,post_396_cmt_35,post_396_cmt_36,post_396_cmt_37,post_396_cmt_38,post_396_cmt_39,post_396_cmt_40,post_396_cmt_41,post_396_cmt_42,post_396_cmt_43,post_396_cmt_44,post_396_cmt_45,post_396_cmt_46,post_396_cmt_47,post_396_cmt_48,post_396_cmt_49,post_396_cmt_50"
397,Khoảnh khắc cầu hôn đầy ngọt ngào của cặp đôi Ter Chantavit & Mai Davika sau 7 năm bên nhau 💍💕,"post_397_cmt_1,post_397_cmt_2,post_397_cmt_3,post_397_cmt_4,post_397_cmt_5,post_397_cmt_6,post_397_cmt_7"
398,"Anh em mình cứ thế thôi hẹ hẹ  Video: Tăng Duy Tân, 7Dnight, Rio, Tiêu Minh Phụng","post_398_cmt_1,post_398_cmt_2,post_398_cmt_3,post_398_cmt_4,post_398_cmt_5,post_398_cmt_6,post_398_cmt_7,post_398_cmt_8,post_398_cmt_9,post_398_cmt_10,post_398_cmt_11,post_398_cmt_12,post_398_cmt_13"
399,"MỘT PHỤ NỮ TRUNG QUỐC BỊ BẮT VÌ CỐ GẮNG ĐỘT NHẬP VÀO NHÀ JUNGKOOK (BTS)  Vụ việc xảy ra vào khoảng 11h20 đêm 11/6, một phụ nữ Trung Quốc khoảng 30 tuổi đã bị cảnh sát Yongsan, Seoul bắt giữ vì cáo buộc cố ý xâm nhập chỗ ở, nhiều lần nhập mật khẩu cửa chính tại nhà riêng của Jungkook (BTS). Sau khi anh vừa xuất ngũ với cấp bậc trung sĩ.  Cảnh sát đã tiến hành bắt giữ tại hiện trường sau khi nhận được báo cáo. Theo xác minh ban đầu, người phụ nữ này khai nhận đến Hàn Quốc với mục đích gặp Jungkook. Đồn cảnh sát Yongsan đang tiếp tục điều tra làm rõ chi tiết vụ việc.","post_399_cmt_1,post_399_cmt_2,post_399_cmt_3,post_399_cmt_4,post_399_cmt_5,post_399_cmt_6,post_399_cmt_7,post_399_cmt_8,post_399_cmt_9,post_399_cmt_10,post_399_cmt_11,post_399_cmt_12,post_399_cmt_13,post_399_cmt_14,post_399_cmt_15,post_399_cmt_16,post_399_cmt_17,post_399_cmt_18,post_399_cmt_19,post_399_cmt_20,post_399_cmt_21,post_399_cmt_22,post_399_cmt_23,post_399_cmt_24,post_399_cmt_25,post_399_cmt_26,post_399_cmt_27,post_399_cmt_28,post_399_cmt_29,post_399_cmt_30,post_399_cmt_31,post_399_cmt_32,post_399_cmt_33,post_399_cmt_34,post_399_cmt_35,post_399_cmt_36,post_399_cmt_37,post_399_cmt_38,post_399_cmt_39,post_399_cmt_40,post_399_cmt_41"
400,Cô bé ấy tin tưởng cháu quá ha 🤣  Video: Vie Channel.,"post_400_cmt_1,post_400_cmt_2,post_400_cmt_3,post_400_cmt_4,post_400_cmt_5,post_400_cmt_6,post_400_cmt_7,post_400_cmt_8,post_400_cmt_9,post_400_cmt_10,post_400_cmt_11,post_400_cmt_12,post_400_cmt_13,post_400_cmt_14,post_400_cmt_15,post_400_cmt_16,post_400_cmt_17,post_400_cmt_18,post_400_cmt_19,post_400_cmt_20,post_400_cmt_21,post_400_cmt_22,post_400_cmt_23,post_400_cmt_24,post_400_cmt_25,post_400_cmt_26,post_400_cmt_27,post_400_cmt_28,post_400_cmt_29,post_400_cmt_30,post_400_cmt_31,post_400_cmt_32,post_400_cmt_33,post_400_cmt_34,post_400_cmt_35,post_400_cmt_36,post_400_cmt_37,post_400_cmt_38"
401,"Khi bạn đã sống ở Hà Nội đủ lâu để biết khi nào nên đi tiếp, khi nào nên dừng lại… ở Trạm Tươi Mát TEA+ để tận hưởng combo “mát -vui-đã""  #TraOLongXanh #TeaPlus #MoOLongXanhMoTuoiMat #TramTuoiMat","post_401_cmt_1,post_401_cmt_2,post_401_cmt_3,post_401_cmt_4,post_401_cmt_5,post_401_cmt_6,post_401_cmt_7,post_401_cmt_8,post_401_cmt_9,post_401_cmt_10,post_401_cmt_11,post_401_cmt_12,post_401_cmt_13,post_401_cmt_14,post_401_cmt_15,post_401_cmt_16,post_401_cmt_17,post_401_cmt_18,post_401_cmt_19,post_401_cmt_20,post_401_cmt_21,post_401_cmt_22,post_401_cmt_23,post_401_cmt_24,post_401_cmt_25,post_401_cmt_26,post_401_cmt_27,post_401_cmt_28,post_401_cmt_29,post_401_cmt_30,post_401_cmt_31,post_401_cmt_32,post_401_cmt_33,post_401_cmt_34,post_401_cmt_35,post_401_cmt_36,post_401_cmt_37,post_401_cmt_38,post_401_cmt_39,post_401_cmt_40,post_401_cmt_41,post_401_cmt_42,post_401_cmt_43,post_401_cmt_44,post_401_cmt_45,post_401_cmt_46,post_401_cmt_47,post_401_cmt_48,post_401_cmt_49,post_401_cmt_50"
402,"MAI DAVIKA VÀ TER CHANTAVIT: HÀNH TRÌNH 7 NĂM VÀ TIN VUI ĐÍNH HÔN ❤️  Mai Davika Hoorne và Ter Chantavit Dhanasevi là một trong những cặp đôi được yêu mến nhất Thái Lan, nổi tiếng với tình cảm chân thành và sự hỗ trợ không ngừng nghỉ. Chuyện tình của họ đã nảy nở từ mối quan hệ đồng nghiệp thành một tình yêu sâu sắc, vượt qua mọi định kiến.  Mối quan hệ của cả hai bắt đầu sau khi họ hợp tác trong bộ phim truyền hình ăn khách năm 2017 ""Chai Mai Jing Ying Tae"" (Em Là Nàng Lọ Lem). Dù ban đầu chỉ là công việc, phản ứng hóa học bùng nổ trên màn ảnh đã nhanh chóng lan tỏa ra ngoài đời. Người hâm mộ tinh ý nhận ra sự gần gũi của họ khi cả hai thường xuyên xuất hiện cùng nhau, làm dấy lên những đồn đoán về chuyện tình chớm nở.  Đầu năm 2018, Ter Chantavit, với tính cách duyên dáng và tài năng, đã chính thức xác nhận mối quan hệ, mang đến niềm hân hoan cho người hâm mộ. Anh công khai bày tỏ sự ngưỡng mộ Mai, còn ""ma nữ đẹp nhất Thái Lan"" cũng đáp lại bằng sự trân trọng và những lời ấm áp.  Hành trình tình yêu của Mai và Ter không hoàn toàn trải hoa hồng. Khi công khai, Mai Davika từng đối mặt với những ý kiến trái chiều từ dư luận do tin đồn trong quá khứ, khiến một số người hâm mộ Ter cho rằng cô không xứng đáng. Tuy nhiên, cả hai đã chứng minh tình yêu bằng sự chân thành và luôn ủng hộ lẫn nhau. Ter luôn là người bạn trai tâm lý, chín chắn, sẵn sàng bảo vệ Mai trước mọi lời chỉ trích, thể hiện tình yêu không vụ lợi.  Sự kiên định và tình yêu này đã dần thay đổi cái nhìn của công chúng, biến họ thành cặp đôi được yêu mến và ngưỡng mộ nhất nhì showbiz Thái.  Điều đặc biệt trong mối quan hệ của họ là sự tôn trọng và thấu hiểu. Họ luôn cổ vũ nhau trong sự nghiệp, chia sẻ niềm vui và nỗi buồn. Dù khá kín tiếng về đời tư, những khoảnh khắc họ chia sẻ cho thấy một nền tảng vững chắc của sự tin tưởng, hài hước và các giá trị chung.  Và vào tối nay, ngày 11/6/2025, sau hơn 7 năm gắn bó mặn nồng, làng giải trí Thái Lan đã vỡ òa trong niềm vui khi cặp đôi vàng Ter Chantavit Dhanasevi và Mai Davika Hoorne chính thức thông báo đính hôn.","post_402_cmt_2,post_402_cmt_3,post_402_cmt_4,post_402_cmt_5,post_402_cmt_6,post_402_cmt_7,post_402_cmt_8,post_402_cmt_9,post_402_cmt_10,post_402_cmt_12,post_402_cmt_13,post_402_cmt_14,post_402_cmt_15,post_402_cmt_16,post_402_cmt_17"
403,"CỘNG ĐỒNG BLINK ""MỞ TIỆC"" KỶ NIỆM BLACKPINK TRÒN 1000 NGÀY KHÔNG COMEBACK 🥲","post_403_cmt_1,post_403_cmt_2,post_403_cmt_3,post_403_cmt_4,post_403_cmt_5,post_403_cmt_6,post_403_cmt_7,post_403_cmt_8,post_403_cmt_9,post_403_cmt_10,post_403_cmt_11,post_403_cmt_12,post_403_cmt_13,post_403_cmt_14,post_403_cmt_15,post_403_cmt_16,post_403_cmt_17"
404,"Năng suất như V (BTS): Vừa xuất ngũ, anh đã ""nhập cuộc"" ngay vào dance challenge cùng biên đạo Leejung Lee.",
405,"Jessica Thanh Tú đang cảm thấy bức xúc trước những lời lẽ làm 'hạ uy tín' nhắm vào anh, xuất phát từ bài đăng của Lam Anh Tran 🥲","post_405_cmt_1,post_405_cmt_2,post_405_cmt_3,post_405_cmt_4,post_405_cmt_6,post_405_cmt_7,post_405_cmt_8,post_405_cmt_9,post_405_cmt_11,post_405_cmt_12,post_405_cmt_13,post_405_cmt_14"
406,"Ngày 11/6, tỷ phú công nghệ Elon Musk bất ngờ lên tiếng thừa nhận ông “hối tiếc” vì một số bài đăng trên mạng xã hội nhắm vào Tổng thống Donald Trump - người từng là đồng minh thân cận - trong bối cảnh tranh cãi gay gắt giữa hai nhân vật quyền lực này vẫn chưa có dấu hiệu hạ nhiệt.  Cuộc khẩu chiến công khai đã chấm dứt mối quan hệ đối tác từng đưa ông Trump trở lại Nhà Trắng và Musk trở thành người dẫn dắt Bộ Hiệu quả Chính phủ (DOGE) - cơ quan chủ lực trong chiến dịch cắt giảm ngân sách của chính quyền Trump nhiệm kỳ hai. Đồng thời, nó cũng làm dấy lên lo ngại trên thị trường về triển vọng kinh doanh của hai đế chế công nghệ do Musk sáng lập: Tesla và SpaceX.  “Tôi hối tiếc về một số bài viết liên quan đến Tổng thống @realDonaldTrump tuần trước. Tôi đã đi quá giới hạn”, Musk viết trên mạng xã hội X - nền tảng do chính ông sở hữu, theo CNBC.  (","post_406_cmt_1,post_406_cmt_2,post_406_cmt_3,post_406_cmt_4,post_406_cmt_5,post_406_cmt_6,post_406_cmt_7,post_406_cmt_8,post_406_cmt_9,post_406_cmt_10,post_406_cmt_11,post_406_cmt_12,post_406_cmt_13,post_406_cmt_14,post_406_cmt_15,post_406_cmt_17,post_406_cmt_18,post_406_cmt_19,post_406_cmt_20,post_406_cmt_21,post_406_cmt_22,post_406_cmt_23,post_406_cmt_24,post_406_cmt_25,post_406_cmt_26,post_406_cmt_27,post_406_cmt_28,post_406_cmt_29,post_406_cmt_30,post_406_cmt_31,post_406_cmt_32,post_406_cmt_33,post_406_cmt_34,post_406_cmt_35,post_406_cmt_36,post_406_cmt_37,post_406_cmt_38,post_406_cmt_39,post_406_cmt_40,post_406_cmt_41,post_406_cmt_42,post_406_cmt_43,post_406_cmt_44,post_406_cmt_45,post_406_cmt_46,post_406_cmt_47,post_406_cmt_48,post_406_cmt_49,post_406_cmt_50"
407,"💪 HÀNH TRÌNH CHUYỂN MÌNH CỦA CHÂU BÙI: 6 NĂM ÂM NHẠC THẦM LẶNG.  Sau hơn một thập kỷ là biểu tượng fashionista và vlogger, Châu Bùi gây bất ngờ lớn khi tiết lộ cô đã âm thầm rèn luyện âm nhạc và vũ đạo suốt gần 6 năm để chuẩn bị cho màn ra mắt tại chương trình thực tế ""Em Xinh Say Hi"". Quyết định này không chỉ đánh dấu một bước ngoặt lớn trong sự nghiệp mà còn thể hiện quyết tâm nghiêm túc theo đuổi đam mê ca hát.  Châu Bùi chia sẻ rằng việc cô ít xuất hiện trên vlog thời gian gần đây là do cảm thấy bản thân không có gì mới mẻ để chia sẻ. Tuy nhiên, cơ hội tham gia ""Em Xinh Say Hi"" đã trở thành động lực mạnh mẽ để cô trở lại với chuỗi vlog, hứa hẹn mang đến nhiều câu chuyện chưa kể về hành trình đầy nỗ lực này.  Ít ai biết, khi đang ở đỉnh cao sự nghiệp thời trang, Châu Bùi đã bắt đầu học luyện thanh, học đàn và tìm hiểu sâu hơn về âm nhạc từ những phản hồi về giọng nói của mình. Điều này nhanh chóng biến thành một niềm đam mê lớn, mang lại cho cô niềm hạnh phúc và sự bình yên. Để phục vụ cho đam mê này, cô thậm chí đã đầu tư xây dựng một studio riêng tại nhà, bao gồm phòng gương để tập nhảy và phòng thu âm, cho thấy sự nghiêm túc tuyệt đối.  Con đường đến với âm nhạc của Châu Bùi không hề dễ dàng. Cô đối mặt với nhiều khó khăn, từ việc các thầy cô không tin tưởng vào sự nghiêm túc của mình cho đến những lời góp ý tiêu cực từ bạn bè, người thân. ""Ai cũng cho mình một ánh mắt nghi ngờ,"" cô chia sẻ, nhưng chính sự tin tưởng và động viên từ những người thầy cô đã giúp cô vượt qua. Họ nhìn thấy tiềm năng và thúc đẩy cô không ngừng cố gắng, trở thành chỗ dựa vững chắc cho hành trình đầy thử thách này.  Giờ đây, khi tự tin đứng trên sân khấu ""Em Xinh Say Hi"", Châu Bùi cảm nhận được sự tự hào từ những người xung quanh. Dù từng chia sẻ rằng không cần sự công nhận, cô muốn khán giả hiểu và tin tưởng vào hành trình của mình. Với cam kết ""làm 1000% cho nó,"" Châu Bùi hứa hẹn sẽ mang đến những màn trình diễn chất lượng, không làm người hâm mộ thất vọng, và mong muốn kết nối sâu sắc hơn với khán giả qua âm nhạc. Hành trình tại ""Em Xinh Say Hi"" chỉ là khởi đầu cho một chương mới đầy hứa hẹn trong sự nghiệp của Châu Bùi.","post_407_cmt_1,post_407_cmt_2,post_407_cmt_3,post_407_cmt_4,post_407_cmt_5,post_407_cmt_6,post_407_cmt_7,post_407_cmt_8,post_407_cmt_9,post_407_cmt_10,post_407_cmt_12,post_407_cmt_13,post_407_cmt_14,post_407_cmt_15,post_407_cmt_16,post_407_cmt_17,post_407_cmt_18,post_407_cmt_19,post_407_cmt_20,post_407_cmt_21,post_407_cmt_22,post_407_cmt_23,post_407_cmt_24,post_407_cmt_25,post_407_cmt_27,post_407_cmt_28,post_407_cmt_29,post_407_cmt_30,post_407_cmt_31,post_407_cmt_32"
408,"Mãi là em bé của các anh, V và Wooga Squad tái hiện khoảnh khắc đáng nhớ từ năm 2023 với năm 2025.","post_408_cmt_1,post_408_cmt_2,post_408_cmt_3,post_408_cmt_7,post_408_cmt_8,post_408_cmt_9,post_408_cmt_10,post_408_cmt_11,post_408_cmt_14,post_408_cmt_15,post_408_cmt_16,post_408_cmt_17,post_408_cmt_18,post_408_cmt_19,post_408_cmt_20,post_408_cmt_21,post_408_cmt_22,post_408_cmt_23,post_408_cmt_24,post_408_cmt_25,post_408_cmt_26,post_408_cmt_27,post_408_cmt_28,post_408_cmt_29,post_408_cmt_30,post_408_cmt_31,post_408_cmt_32,post_408_cmt_33,post_408_cmt_34"
