post_id,cmt_id,comment
35,post_35_cmt_11,Ô bà chắc thoái hóa cột sống nên ko gánh dc nữa
35,post_35_cmt_12,"Đầu đạn said: "" bố mày nhịn mày lâu lắm rồi nhớ"""
35,post_35_cmt_13,Thấy mấy ông thợ rèn ở xóm cũng có mấy quả pháo dùng làm đe để đập dao 🥲 không biết mấy ổng có chơi fb không ?
35,post_35_cmt_14,Đầu đạn bắn ra còn ngòi chưa nổ chứ k phải k nổ nhé
35,post_35_cmt_15,"Trời. Kinh hoàng. 
Nhà bạn tôi ngày xưa bố nó nhặt được 1 quả đầu đạn pháo to bằng bắp chân, cũng dùng để làm đe chặt sắt. Một hôm có chú bộ đội đến chơi nhìn thấy liền kêu giao nộp đi kẻo nó nổ. Tôi thật sự không tin là nó có thể nổ vì nó như cục sắt gỉ, vứt lăn lóc bao nhiêu lâu rồi. Quá nguy hiểm."
35,post_35_cmt_16,"20 năm cố gắng đánh thức 1 trái đạn của ông đã thành công,phải chi ông chịu tìm hiểu thì đâu đến nỗi"
35,post_35_cmt_17,Chuyện chỉ có ở VN
35,post_35_cmt_18,Đến lúc phải đi là đi.
35,post_35_cmt_19,Cụ gánh đúng đến năm 49 tuổi thôi.. tâm linh
35,post_35_cmt_20,Vkl khó thế cũng làm dc nữa 😲
35,post_35_cmt_21,"Có khi nào sửa xe cho Tần Nguyễn hay Phạm Thành Long,?"
35,post_35_cmt_22,20 năm nay ông bà gánh cũng mệt rồi. Nên thôi. Hẹn gặp ở nơi khác.
35,post_35_cmt_23,Lần sau chắc ông cẩn thận hơn
35,post_35_cmt_24,Vậy 19 năm là hạn sử dụng của phong ấn
35,post_35_cmt_25,Chắc ông bà dc đầu thai rồi nên hết ng gánh cho ôg rồi. ôg xuốg kế vị lại
35,post_35_cmt_26,"Sống chết có số là thật , đâu phải mới kê hôm qua hnay nó nổ đâu 20 năm rồi"
35,post_35_cmt_27,Sinh nghề tử nghiệp. Nam Mô A Di Đà Phật
35,post_35_cmt_28,"- Tôi xài bao lâu nay có sao đâu, mi cứ sợ đông sợ tây.
- Ừ thì...."
35,post_35_cmt_29,Chặt tận 20 năm mới nổ thì kể ra cũng bền phết
35,post_35_cmt_30,Tất cả tại Đoàn Di Bom
35,post_35_cmt_31,Nó ko dốt vậy đâu
35,post_35_cmt_32,Sao nghe vô lý nhỉ đã 20 năm nay sử dụng ko có vấn đề gì giờ mới xẩy ra
35,post_35_cmt_33,"20 năm chung tình rồi bất thình lình chia tay, xin chia buồn cùng gia đình nạn nhán!"
35,post_35_cmt_34,Đe chặt nan hoa là gì vậy ạ
35,post_35_cmt_35,"Đỏ mãi rồi, đen 1 lần thôi mà"
35,post_35_cmt_36,"Loại này ở Miền Tây trước gặp nhiều tiệm sửa xe cũng lấy loại này làm đe, người Miền Tây hay gọi là trái u bích."
35,post_35_cmt_37,Chắc nổ cái ngòi hay gì chứ quả 105 mà nổ thì phải banh ít nhất 3 nhà.
35,post_35_cmt_38,Để tao google xem cái đầu đạn nó to cỡ nào mà ông làm đe để chặt đc 20 năm trời
35,post_35_cmt_39,Hạn sử dụng 20 năm
35,post_35_cmt_40,sống chết có số ...phú quý do trởi 😆
35,post_35_cmt_41,Giới hạn là 19 năm 364 ngày
35,post_35_cmt_42,Buồn quá! Buồn cười quá mn ạ
35,post_35_cmt_43,Quá thông minh
35,post_35_cmt_44,Phát búa cuối cùng
35,post_35_cmt_45,Tích năng lượng 20 năm trời
35,post_35_cmt_46,Trời ạ
35,post_35_cmt_47,tận 20 năm sau mới nổ
35,post_35_cmt_48,Vậy giới hạn là 20 năm lẻ 1 ngày à 🐧
35,post_35_cmt_49,Mấy quả dân chủ còn để lại hậu quả đến tận bây giờ...
35,post_35_cmt_50,Boom đạn Mỹ còn nhiều trên đất nước mình lắm :((
36,post_36_cmt_1,"Đấy là niềm đam mê, kể cả có 90t hay 100t cũng vẫn vậy nhé. Mẹ con giống bà quá 😂 bà cứ khoẻ mạnh, đặt đơn đều là con cháu đều mừng rùi 😁 bà ngoại con mà biết dùng smartphone thì chắc cũng phải ngang ngửa bà lun 😂🤭"
36,post_36_cmt_2,Hình ảnh t khi về già :))) thua cụ mỗi xấp xanh xanh thôi :)))
36,post_36_cmt_3,Thế nhìn ngoại cầm cả cục tiền kia ko
36,post_36_cmt_4,Tiền bà cầm cả quyển thế kia uy tín luôn rồi 😀
36,post_36_cmt_5,Sắp 30/6 rồi chắc bà đặt cho kịp duy trì hạng kim cương 😆😆😆
36,post_36_cmt_6,"Mẹ chồng tui cũng thế nha, 78 tuổi mà lướt fb nhoay nhoáy, od hàng liên tục shipper quen mặt hơn cả mình 😁😁😁. Tự mua tự trả không lấy của con 1 đồng. Cụ od quần áo trẻ trẻ 1 chút là dâu vs cháu có cái để mặc. Đồ ăn gì thấy ngon ngon hợp ý là od liền tay. Chỉ mong đến tuổi cụ mình cũng minh mẫn, bắt kịp thời đại như cụ thôi."
36,post_36_cmt_7,"Mẹ ck t xem livestream đặt cây, ship cây đến kêu ối dồi nhỏ thế, bom luôn. Từ đấy t thấy thằng ck cũng hay xem live bán cây, toàn thấy nhà vườn bắt cọc trc mới ship, chắc có mỗi nhà bán cây cho mẹ ck t dại :))))"
36,post_36_cmt_8,Chỉ mong dc vía như bà
36,post_36_cmt_9,"Về quay giùm cụ cái clip đập hộp,  review luôn 🚴"
36,post_36_cmt_10,Chắc lương hưu của bà cũng cao...
36,post_36_cmt_11,"Thấy cục xanh xanh kia, anh ship cũng thấy an lòng hẳn nhỉ.🤣🤣"
36,post_36_cmt_12,Hoa Hoa Nguyễn chị em mình phấn đấu khi về già
36,post_36_cmt_13,"Xin vía khoẻ mạnh, nhiều tiền như cụ ☺️"
36,post_36_cmt_14,Thú vui tao nhã thiệt
36,post_36_cmt_15,Linh Linh cta của sau này:))
36,post_36_cmt_16,Xin vía có khách hàng dễ thương nha bà
36,post_36_cmt_17,Nhà t cũng có bô lão U70 ngày mua chục đơn dùng cả năm k hết Hiền Anh😂😂😂
36,post_36_cmt_18,về già quyết làm bạn với anh shiper
36,post_36_cmt_19,Chồng em chắc 80 tuổi vẫn hạng kim cương xọp pe và nhận hàng đều đều mỗi ngày như này ba Lee Jett héng 😝
36,post_36_cmt_20,Hình ảnh t khi về già vẫn săn sale như thường nhé 😅
36,post_36_cmt_21,"Bà tiêu tiền quyển cơ mà,lo giề…"
36,post_36_cmt_22,Xin vía minh mẫn như bà. Kkk
36,post_36_cmt_23,biết đâu đây là hình ảnh của mẹ khi về già Thanh Bình🤣
36,post_36_cmt_24,Nhà vườn 🫜🫜 tiền 1 xếp -nhất bà...
36,post_36_cmt_25,Đừng để mẹ tao thấy cái bài này 🙄🙄🙄
36,post_36_cmt_26,Diệu Linh hình ảnh của mình tg lai cũg nên:)) giữ vững hạng kim cương =))
36,post_36_cmt_27,Tiền bà tiêu cả quyển :))
36,post_36_cmt_28,Thảo Điên Hành Phúc tuổi 54
36,post_36_cmt_29,Là tui về già sẽ mua hết hàng bằng tiền lương hưu :33
36,post_36_cmt_30,Hình ảnh bà Nguyễn Quỳnh khi về hưu.🤣🤣🤣
36,post_36_cmt_31,Bà khác mẹ con đúng cái tên 😆
36,post_36_cmt_32,Hình ảnh của t khi về già 🙏🏻🙏🏻
36,post_36_cmt_33,bà cứ thế thôi hẹ hẹ hẹ
36,post_36_cmt_34,"Trần Đặng Mai Linh  đậu trường ngon, ra trường làm phú bà nuôi chụy"
36,post_36_cmt_35,Bà tiêu tiền cả quyển thế kia cơ mà
36,post_36_cmt_36,Cháu sau này tuổi và tâm hồn thì có. Chứ cái sấp 500 kia thì hên xui. K biết cháu có đc như bà k. Hụ hụ
36,post_36_cmt_37,Người nghiện mua hàng online ko phải mẹ t mà là ba t. Mua đủ thứ linh tinh trong nhà nói là mua cho mẹ t xài mà mua để đoa tỉ năm chưa thấy mẹ t đụng vô mà cứ mua 😑
36,post_36_cmt_38,Huệ An mua hàng thì ác ròi. Sợ mỗi k có quyển kia để trả ship 🤣
36,post_36_cmt_39,bằng đấy tuổi mà bà vẫn minh mẫn như vậy là phúc rất lớn của con cháu.
36,post_36_cmt_40,Dao Quy Ngoc 80t chắc vẫn hạng kim cương xọp pe chứ 🤣
36,post_36_cmt_41,"Hình ảnh tôi khi về già =)))
Điện Máy Tài Tiến"
36,post_36_cmt_42,Huy Trần Sally về già
36,post_36_cmt_43,"mẹ t giờ cũng nghiện mua đồ kiểu này lắm. lúc đầu định cản nghĩ thôi, tiền của bà, coi như mua cho vui, gần  như ngày nào cũng có ship gọi"
36,post_36_cmt_44,"Chả bù nhà t : Cao chữa bách bệnh , vòng phong thủy , nụ trầm hương trừ tà , bla bla ... Có nói động đến thì bảo biết gì mà nói !"
36,post_36_cmt_45,Tú Xèo cố gắng về già được như cụ
36,post_36_cmt_46,Mấy ông bà đặt hàng chỗ mình thì k nghe máy vì sợ lừa đảo mặc dù cũng k có tiền 🙄
36,post_36_cmt_47,Niềm vui tuổi già mà ^^
36,post_36_cmt_48,Chắc chắn đây là t khi về già 🤣
36,post_36_cmt_49,Tui khi về già 🥲
36,post_36_cmt_50,Nguyễn Thị Loan hình ảnh của chúng ta khi về già kk đam mê khó bỏ kk
37,post_37_cmt_1,Tài không đợi xỉu rồi 6 3 ra 1
37,post_37_cmt_2,"2,5tr đấy mà làm con lô
Nó x3 đèn lên thì cũng nhẹ gánh"
37,post_37_cmt_3,"Ăn khế trả vàng, ăn không nói có ?"
37,post_37_cmt_4,Chắc ck bà quại kia chung kịch bản cướp
37,post_37_cmt_5,rất giải trí nhá :))))
37,post_37_cmt_6,IQ của anh vô cực
37,post_37_cmt_7,Trí khôn của ta đây 🤡
37,post_37_cmt_8,Thông minh thật là thông minh!
37,post_37_cmt_9,Trí Khôn
37,post_37_cmt_10,Bạn tài giỏi tôi tài xỉu 🙄
37,post_37_cmt_11,Định mệnh a P😃
37,post_37_cmt_12,này là tự tay bóp dé nè P
37,post_37_cmt_13,Cầm tiền của vợ đi chơi hết xong về bốc phét 😅
37,post_37_cmt_14,Công nghệ iAl không qua được công nghệ cơm vãi luôn
37,post_37_cmt_15,Chắc tên Phú 😂
37,post_37_cmt_16,"Ko có tí hơi cay nào mà đã ảo như này rồi, khổ thật!"
37,post_37_cmt_17,Khó thế cũng nghĩ ra dc 😅 IQ phải cao lắm đây 🤣
37,post_37_cmt_18,Page mình bán mọi thứ đặc biệt là quần áo thời trang với deal rất hời ạ
37,post_37_cmt_19,Chắc Pi thủ🤣
37,post_37_cmt_20,"Nước đi ngoo đéo tả được, tưởng CA Việt Nam là gà nên dễ lừa 🥴"
37,post_37_cmt_21,Trí khôn của P đây
37,post_37_cmt_22,"Anh không phải giải thích nữa, mọi người biết vì sao anh thua rồi"
37,post_37_cmt_23,Chu Văn Pin =))
37,post_37_cmt_24,"Vậy là: 31 + 2,5 = 33,5 trVND nhỉ, 🤣"
37,post_37_cmt_25,"Cứ thế phát huy anh trai, thời 4.0 chuẩn 5.0 mà a nghĩ như 1.5 2.0 z anh trai"
37,post_37_cmt_26,Lên chuyên án
37,post_37_cmt_27,ôi má ơi!
37,post_37_cmt_28,Thua lỗ tiền ảo nên đi khai báo mất tiền ảo :)))
37,post_37_cmt_29,Ăn ko nói có r làm ba chuyện khó coi vậy
37,post_37_cmt_30,"2,5 triệu này ông a hôm qua mà đi tỷ số Mã 4-0 Việt thì 1tr húp đã 41tr hơn rồi, 2tr5 cũng kiếm gần 100tr. Chi mà để bị phạt tiếc dữ ri hè"
37,post_37_cmt_31,Đúng trò mèo🙂
37,post_37_cmt_32,Đừng như P :)))
37,post_37_cmt_33,"dm siêu trí tuệ xứ 36 , đúng tây kiki"
37,post_37_cmt_34,Ở miền đất đỏ mà cờ bạc đen thế à ???
37,post_37_cmt_35,Đùa vs quân triều đình à
37,post_37_cmt_36,Lõm thêm cục nhục bự bự nữa
37,post_37_cmt_37,Anh tên thật là Cống Và Phét. ))
37,post_37_cmt_38,Bày trò gì gà v🤣bít sao a thua ck r đó
37,post_37_cmt_39,Hợp đồng tương lai mới lõm vậy
37,post_37_cmt_40,bảo mua btc đéo mua lại đi mua pi
37,post_37_cmt_41,Hãy xem trí thông minh của a CVP😌
37,post_37_cmt_42,"Nếu có vợ, khả năng cao thiệt hại của anh không chỉ dừng lại ở thiệt hại về vật chất thôi đâu 😌"
37,post_37_cmt_43,"Ông này đến ngày nộp lương cho vợ nhưng không đủ mới làm liều thôi. Đàn ông với nhau đéo thông cảm cho nhau, nhiều ông còn vào xỉa xói"
37,post_37_cmt_44,Ci Văn Pi à 😄
37,post_37_cmt_45,Cứ thế này thì người ta gọi là tiền ảo là đúng r :))))
37,post_37_cmt_46,Ở mình hay có mấy anh như này lắm kkk
37,post_37_cmt_47,Ô a bị sảng nắg hay gì
37,post_37_cmt_48,chắc về sợ bị vợ đánh
37,post_37_cmt_49,CỨT VÀ PHÂN
37,post_37_cmt_50,Bạn tao có thằng Gia Lai thằng thì Đak Lăk🤣
38,post_38_cmt_1,Chắc chắn là tùng đầu khấc. Idol xe ôm công nghệ
38,post_38_cmt_2,"Có những ngày trời mưa tầm tã, chỉ cần cuốc xe cuối ngày đủ tiền cơm là mãn nguyện r"
38,post_38_cmt_3,"Nghĩ lại thì chính những ngày tưởng chừng bế tắc, lại dạy mình nhiều bài học nhất. Giờ chạy xe cũng thấy quen dần, k còn ngại hay xấu hổ nữa"
38,post_38_cmt_4,"xe ôm, bảo vệ chỉ nên dành cho những người trung niên lớn tuổi, khi họ không còn nhanh nhẹn và sức khoẻ nhiều, chứ trẻ mà đi làm mấy việc này thì nên tự biêt xấu hổ"
38,post_38_cmt_5,"E cũng xem clip đó, nhìn bạn khóc mà thấy thương và đồng cảm lắm luôn."
38,post_38_cmt_6,Gặp chuyện khó khăn mới hiểu hết giá trị của một công việc ổn định ấy
38,post_38_cmt_7,"Chạy xe cũng là 1 nghề mà, lại còn thu nhập ổn định thì quá tự hào"
38,post_38_cmt_8,Nhưng mà cái mũ của xe mang theo cho khách đội bẩn với thúi quá🥴🥴🥴 đa số.
38,post_38_cmt_9,e rất khâm phục những bác tài chạy xe rong ruổi ngoài đường luôn ấy
38,post_38_cmt_10,Tự hào chứ. Làm ra đồng tiền bằng sức lao động của mình mà Có phải đi ăn trộm ăn cướp hay đi xin xỏ gì đâu mà phải ngại
38,post_38_cmt_11,"Có những ngày trời nắng cháy da, nhưng vẫn cảm thấy ấm lòng khi chở khách tử tế. đấy hp của e chỉ đơn giản thế thôi"
38,post_38_cmt_12,"Có nghề, có thu nhập, có sự tự trọng – còn đòi gì hơn?"
38,post_38_cmt_13,"đầy ng chạy xe vẫn thành công, kiếm đc nhiều tiền đó thôi"
38,post_38_cmt_14,"K tự hào nhưng nuôi đc vk con 
Con nó tự hào về mình là đc"
38,post_38_cmt_15,"Trc kia chạy xe bị chê cười cũng buồn lắm, giờ chạy riết quen r. Nhiều khi còn đc khách khen vs tips mừng lắm"
38,post_38_cmt_16,làm văn phòng nhiều ng nghĩ sướng thật nhưng đâu có biết là áp lực cái đầu còn thêm cả mức lương đủ chi phí thì chẳng sướng nổi đâu
38,post_38_cmt_17,Kiếm ra tiền là được.... Đỡ hơn mấy thằng làm biếng đi đào lửa với cướp giật....
38,post_38_cmt_18,Thực tế kiểu
38,post_38_cmt_19,Có những người vẫn luôn cố gắng từng ngày 🥰🥰
38,post_38_cmt_20,Sao lại ko tự hào nhỉ kiếm tiền từ chính bàn tay chính sức lao động của mình có gì mà k tự hào
38,post_38_cmt_21,"thực sự chả có nghề nào thấp kém cả, chạy xe cũng là 1 nghề mà"
38,post_38_cmt_22,"bác chăm chỉ thật sự, cày đủ mọi nghề"
39,post_39_cmt_1,Mấy thằng giao thông lẽ ra phải lm việc này mới đúng
39,post_39_cmt_2,Liệu có trôi xuống hà nội không ?
39,post_39_cmt_3,"QĐ vất vả thế kia, mà chưa thấy được vinh danh như CA.haizx"
39,post_39_cmt_4,Kb bao giờ thì xây cầu mới nhỉ?
39,post_39_cmt_5,"Nguy hiểm thật. Cảm ơn Bộ Quốc phòng, QĐND Việt Nam anh hùng."
39,post_39_cmt_7,Còn 1 chú Bộ Đội vẫn ngồi trôi theo cầu kìa 😰
39,post_39_cmt_8,Lâu thế rồi vẫn chưa xây được cầu thay thế ạ
39,post_39_cmt_9,"chưa có dự án để làm cầu mới hay sao vậy. Cầu phao là cầu dã chiến, chứ đâu phải là loại kết cấu dùng dài hạn"
39,post_39_cmt_10,Ơ kìa còn 1 chú ngồi trên cầu trôi đi rồi sao? 🥲
39,post_39_cmt_11,Mé định đi qua
39,post_39_cmt_12,Khổ thật mọi người ạ. Nhìn mà thương xót cho cả Quân với Dân.
39,post_39_cmt_13,nhiệm vụ vất vả nhất của công binh
39,post_39_cmt_14,"Sao lại để bất ngờ thế nhỉ, phía trên thương lưu k có đơn vị đo hay sao ?"
39,post_39_cmt_15,Còn chú bộ đội trên cầu kia có bị sao k?
39,post_39_cmt_16,Bộ đội VN rất giỏi
39,post_39_cmt_17,"Khổ thân mấy chú bộ đội quá đi,haiz😒"
39,post_39_cmt_18,Nguy hiểm quá!!
39,post_39_cmt_19,Có chú bộ đội vẫn trên càu bị trôi đi kìa
39,post_39_cmt_20,Thế mà sáng mấy trang đưa tin linh tinh
39,post_39_cmt_21,😳
39,post_39_cmt_22,🥹
39,post_39_cmt_23,Lại chế độ khẩn rồi
39,post_39_cmt_24,"Nguy hiểm thật, bọn tàu nó mưa đầu nguồn à"
39,post_39_cmt_25,Mình đọc nhầm là BẮT khẩn cấp cái cầu....
39,post_39_cmt_26,Mưa nhiều nước sông chảy siết quá
39,post_39_cmt_27,Cầu phao chỉ là tạm thời thôi còn khi trung cộng xả lũ hay nhà máy điện Việt Nam xả lũ thì với mức độ dòng chảy xiết và mạnh thì cầu phao sẽ bị hư hỏng.Vì vậy cầu phải được xây dựng bằng bê tông cốt thép chắc chắn.
39,post_39_cmt_28,Cắt 1 bên thì phao trôi sang bờ bên kia. ACE cứ yên tâm.
39,post_39_cmt_30,Còn mấy người chưa thấy🥲
39,post_39_cmt_31,Khổ quá ạ😌
39,post_39_cmt_32,Như cc. Cứ vào ma tự hào nhiều vào
39,post_39_cmt_33,Lê Thanh may vừa đi về xong
39,post_39_cmt_34,Bọn Tàu nó xả lũ kinh nhỉ
40,post_40_cmt_1,"Có lẽ em hiểu học chính là cánh cửa thay đổi tương lai ❤️

https://tuoitre.vn/anh-trai-19-tuoi-di-thi-lop-10-dat-theo-em-gai-nho-va-cau-chuyen-xuc-dong-phia-sau-20250609161451651.htm"
40,post_40_cmt_2,Mẹ bắp vs thằng Thoại nhìn vào mà ngượng nhé 😌
40,post_40_cmt_3,Nhìn giống Vi Thần bên TQ thế nhỉ
40,post_40_cmt_4,Ngưỡng mộ
40,post_40_cmt_5,"May mình qua thời đi học rồi, ko thì ngồi ăn cơm vs bố lại cơm chan nước mắt 🥹"
40,post_40_cmt_6,Thế báo nào hôm qua bảo mẹ đi làm
40,post_40_cmt_7,Câu chuyện 10% là thật còn 90% là.. 🥺
40,post_40_cmt_8,CHÚC EM THÀNH CÔNG
40,post_40_cmt_9,chúc em gặp nhiều may mắn !
40,post_40_cmt_10,"Nguyễn Phú người ta thì như z, em mình có mỗi việc ăn học làm việc thôi cũng k làm được"
40,post_40_cmt_11,ảnh đeo kính trông lại có nét hao hao giống cu Vi Thần bên tq
40,post_40_cmt_12,cậu bé này chắc chắn sau sẽ thành công
40,post_40_cmt_13,yêu quá trời 💕
40,post_40_cmt_14,có cần đào tới mức đó không🥲
40,post_40_cmt_15,Giỏi quá choy
40,post_40_cmt_16,Em này mà lên tv thì mong nhà đài đừng phát vào giờ ăn cơm tối nhé. Không nhiều gđ mất đoàn kết lắm.
41,post_41_cmt_1,Bài gốc: https://www.facebook.com/share/p/1BozvMTt9d/?mibextid=wwXIfr
41,post_41_cmt_2,"Cháu chào cô ạ,cháu mới 20"
41,post_41_cmt_3,Gần 30 họ hàng bàn tán gia đình giục cưới đây thây. Bạn bè mình con nó sắp có ngiu luôn rồi cơ 🤣
41,post_41_cmt_4,dạ cháu chào bác:))
41,post_41_cmt_5,Cháu xin cô cô về lấy chồng hộ cháu cái😞
41,post_41_cmt_6,41 nhưng nếu nước nôi gò đống đầy đủ thì cũng ko lo... Đầy anh 50 ..có điều kiện rồi họ mới lấy vợ..
41,post_41_cmt_7,Ma câm nín 🫢khóc ròng😭 hẳn là e đủ tuổi đẻ ra cả Ma r đấy
41,post_41_cmt_8,"Ôi, mặt trời bé nhỏ của anh"
41,post_41_cmt_9,Mặt trời nhật thực haha
41,post_41_cmt_10,"Oẹ = tuổi tui, tui 2 tập rồi mà bả vẫn chưa lấy chồng 🤣. Sắp lên bà nội rồi mà vẫn nghĩ mình teen lắm cơ, 2000 - 2001 gọi bằng cô còn dỗi 😂"
41,post_41_cmt_11,"Bé còn nhỏ, nhỏ hơn mệ"
41,post_41_cmt_12,Cần đc bảo tồn
41,post_41_cmt_13,admin: em kém mẹ anh đúng 4 tuổi
41,post_41_cmt_14,tâm hồn vẫn còn trẻ
41,post_41_cmt_15,"Kinh sân ni xa a Ko

  Có lk có to"
41,post_41_cmt_16,"Cũng 42 rồi mà sao t vẫn thấy m bé bỏng ta, chết cha sửa đi chứ ko sắp thành bà ngoại cmnr😅"
41,post_41_cmt_17,Em sống kĩ thế
41,post_41_cmt_18,"Wow, Ma chào em, em hơn mẹ anh 3 tuổi :)))))"
41,post_41_cmt_19,Chắc giục lấy chồng lần 3
41,post_41_cmt_20,kiểu này Ma bảo: cô ngang tuổi mẹ cháu :))
41,post_41_cmt_21,41 em em gì nữa mẹ🥲
41,post_41_cmt_22,41 thì lên bà nội bà ngoại được rồi
41,post_41_cmt_23,"Em còn nhỏ quá, thôi đừng lấy nữa 🤣"
41,post_41_cmt_24,Tối rồi còn cười như ma làm 😆😆😆😆😆😆
41,post_41_cmt_25,Khéo 41 cũng là số tuổi của mẹ bạn làm bánh bltm kia cũng nên 😋
41,post_41_cmt_26,Ma này cũng bó tay
41,post_41_cmt_27,Em bằng tuổi mẹ anh :(
41,post_41_cmt_28,"Ma: thôi, đợi xuống lỗ luôn đi pà. 😤"
41,post_41_cmt_29,Ma cũng phải câm nín
41,post_41_cmt_30,"bên em chuyên vận chuyển chính ngạch, xuất hoá đơn giấy tờ đầy đủ, 4 kho bên Trung: Chiết Giang, Bằng Tường, Quảng Châu, Nam Ninh giúp tối ưu chi phí, cước từ 3k/kg, 500k/m3, nhắn em hỗ trợ 0827095054"
41,post_41_cmt_31,Hơn chị gái t có vài tuổi thôi à :))
41,post_41_cmt_32,"Chắc gia đình nói thiếu chữ đấy: “ giục con em lấy ck “, chứ e thì thôi khỏi :D"
41,post_41_cmt_33,hết cứu mẹ r🤣
41,post_41_cmt_34,Hết cứu 🙂
41,post_41_cmt_35,Em sống kĩ thế Khánh Huyền - Chuyên nhận order và vận chuyển hàng hóa Việt <-> Trung.
41,post_41_cmt_36,"Còn bằng chứng giao dịch chuyển khoản ngân hàng bị Iừa qua mạng , nhắn tôi chia sẻ cho cách giải quyết . Tôi đã chỉ và giúp được cho rất nhiều người nhận lại được tiền của mình rồi."
41,post_41_cmt_38,T 33t 🥲🥲🥲
42,post_42_cmt_1,Đến khối nghỉ hè tụi Gấu này cũng không tha nữa á mấy mom 🤡
42,post_42_cmt_2,Sau khi dò la tin tức thì tôi biết sắp tới có gì rồi 😁
42,post_42_cmt_3,"Đỏ có Jolibee Raumanian
Xanh lá có Greenbear Raumuongxaotoi"
42,post_42_cmt_4,"ghiền ghê, đi chung đi mấy bác🤩"
42,post_42_cmt_5,khoái mấy bác gấu r đó😍😍
42,post_42_cmt_6,mấy chú gấu cute hết mức
42,post_42_cmt_7,"phải đi liền mấy bà ơi, dễ thưn quá nè"
42,post_42_cmt_8,hoạt động của brand nào hả bây :))
42,post_42_cmt_9,Ủa mấy ông gấu làm gì mà dễ thương zậy
42,post_42_cmt_10,Gấu xanh chiếm spotlight đậm sâu á chớ
42,post_42_cmt_11,dễ thương v thì đi liền chứ sao😄
42,post_42_cmt_12,Mấy bé nhỏ thấy là mê luôn cho coi
42,post_42_cmt_13,Dắt bé đi chơi có ảnh check-in liền
42,post_42_cmt_14,gì cute dạ chòi 😄😄😄
42,post_42_cmt_15,gom đồ ra đu trend vs gấu teaplus kìa :))
42,post_42_cmt_16,"úi chà chà, dễ thương dễ thươnggg"
42,post_42_cmt_18,nhìn muốn đi liền lun á😇
43,post_43_cmt_1,"Đông Nam Á giờ toàn Hà Lan, Argentina rồi, giờ Việt Nam nhập tịch thêm Brazil nữa đủ bộ🤣"
43,post_43_cmt_2,"Indo thì thửa toàn hàng Hà Lan,Mã thì phần nhiều hàng Argentina. Có khi sang năm VN mình thửa hàng Brazil...kiếm lấy chục ông trình cỡ như Xuân Son may ra đá lại.🙂"
43,post_43_cmt_3,"Châu Ngọc Quang, Văn Vĩ, Minh Khoa, Tiến Anh đội hình 2 à, toàn mấy thằng ăn hại đá như trâu húc mả, thêm ông Pedan Quang Vinh đỡ bước 1 cũng không nên hồn nữa, mỗi Hoàng Đức, Philip Nguyễn gánh sao nổi."
43,post_43_cmt_4,má đá với đội hình nhập tịch phế liệu mới thấy việt nam sao có cửa đá WC thật sự
43,post_43_cmt_5,Vía của philip nặng thế nhờ.
43,post_43_cmt_6,toàn nhập tịch như bố đá với con
43,post_43_cmt_7,Từ giờ đến tháng 3 đá lượt về xem nhập thêm chục ông nhập tịch nữa thì may ra đi tiếp 😂
43,post_43_cmt_8,"Nó đá Out Trình mình luôn chứ còn gì nữa. Nhìn vào sự thật mà cố gắng nâng cái giải Võ Líc nhà mình lên, Giờ gặp Indo và Malay ko phải 2 thằng đó nữa mà là 1 đội tầm trung bình thấp ở Châu Âu và 1 đội trung bình khá ở Nam Mỹ"
43,post_43_cmt_9,"Mấy ông phóng viên,phân tích viên và VFF vẫn ảo tuởng nghĩ rằng thể chất nội binh ăn thực phẩm bẩn-uống sữa giả/thuốc giả đấu lại được với Tây nhập tịch à"
43,post_43_cmt_10,"Yên tâm, sân nhà chúng ta có lợi thế mặt sân xấu, đội bạn chắc chắn không quen cái này"
43,post_43_cmt_11,"Với đà phát triển của bóng đá khu vực thế này thì cá nhân tôi nghĩ không phải riêng hôm nay mà vàii năm tới đây nếu không thay đổi, không đầu tư đúng mức thì bóng đá nước nhà không có cửa đâu. 
Vật chất đến sân bãi còn kém thì lấy đâu ra đầu tư cho con người. !"
43,post_43_cmt_12,"h chỉ mong trận siêu kinh điển giữa malay vs indo thôi,chứ hàng nội việt nam vs thái lan h gặp mấy con hàng này chắc bị vả cho không trượt phát nào"
43,post_43_cmt_13,Nó mạnh là điều không thể bàn cãi. Nhưng Việt Nam đá bạc nhược. Hồi 2018 2020 đối thủ cũng đâu yếu.
43,post_43_cmt_14,Mấy ông VN chắc nghĩ đá dễ như với MU nên hơi chủ quan :))
43,post_43_cmt_15,"Mấy ông già rồi, có tiền rồi, sợ chấn thương = hết nhiệt huyết. Tôi thấy tội cho filip nguyễn quá 🫡"
43,post_43_cmt_16,Bóng đá đông nam á giờ hơn cả ngoại hạng anh. Ăn mừng mà nỏ thèm nhòm khán giả nữa. Như kiểu thuê về ghi bàn cho vui .
43,post_43_cmt_17,"Phản ánh đúng cục diện
Nếu không thay đổi gốc rễ vấn đề. Sau này chỉ có thể xếp trên Đông Timo"
43,post_43_cmt_18,Lối đá này về VN thì VN ta cũng thua khéo còn hơn 04 ít cũng 51 Hoặc 52
